Datetime,Open,High,Low,Close,Volume,trade_count,vwap,Date,Time,Symbol
2022-11-17 09:30:00-05:00,339.0,339.77,337.0,337.84,250575.0,5738.0,338.16548616666665,2022-11-17,09:30:00,MA
2022-11-17 10:00:00-05:00,337.775,339.41,337.11,339.14,124744.0,3979.0,338.15192816666666,2022-11-17,10:00:00,MA
2022-11-17 10:30:00-05:00,339.2286,339.27,337.315,337.41,92605.0,3376.0,338.3023032,2022-11-17,10:30:00,MA
2022-11-17 11:00:00-05:00,337.27,338.27,337.0,337.75,149746.0,4079.0,337.6152248,2022-11-17,11:00:00,MA
2022-11-17 11:30:00-05:00,337.79,340.2,337.79,340.0,106485.0,3184.0,338.9259884,2022-11-17,11:30:00,MA
2022-11-17 12:00:00-05:00,340.0,340.68,339.61,340.175,86344.0,2793.0,340.2528947,2022-11-17,12:00:00,MA
2022-11-17 12:30:00-05:00,340.22,340.84,339.7,340.84,96167.0,3088.0,340.2603662,2022-11-17,12:30:00,MA
2022-11-17 13:00:00-05:00,340.83,341.92,340.795,341.44,84187.0,2814.0,341.4212774,2022-11-17,13:00:00,MA
2022-11-17 13:30:00-05:00,341.53,341.73,340.69,341.11,70113.0,2476.0,341.3005060666666,2022-11-17,13:30:00,MA
2022-11-17 14:00:00-05:00,341.11,341.57,340.02,340.47,84714.0,2729.0,340.77396136666664,2022-11-17,14:00:00,MA
2022-11-17 14:30:00-05:00,340.435,341.09,339.81,340.995,75118.0,2640.0,340.5716006,2022-11-17,14:30:00,MA
2022-11-17 15:00:00-05:00,340.995,341.09,339.35,339.71,125338.0,3646.0,340.05551399999996,2022-11-17,15:00:00,MA
2022-11-17 15:30:00-05:00,339.73,341.82,339.73,341.55,362769.0,8559.0,340.5571969666667,2022-11-17,15:30:00,MA
2022-11-17 16:00:00-05:00,341.27,341.27,341.27,341.27,265298.0,51.0,341.27,2022-11-17,16:00:00,MA
2022-11-18 09:30:00-05:00,345.66,348.63,343.06,343.5,309429.0,5138.0,344.90832646666667,2022-11-18,09:30:00,MA
2022-11-18 10:00:00-05:00,343.5,343.6,342.32,343.06,113669.0,2765.0,342.8455530666667,2022-11-18,10:00:00,MA
2022-11-18 10:30:00-05:00,342.9451,343.39,341.525,341.81,73481.0,2404.0,342.7619319,2022-11-18,10:30:00,MA
2022-11-18 11:00:00-05:00,342.06,343.37,341.66,342.91,68632.0,2260.0,342.5123299,2022-11-18,11:00:00,MA
2022-11-18 11:30:00-05:00,343.0,343.38,342.56,342.75,66354.0,2019.0,342.94961986666664,2022-11-18,11:30:00,MA
2022-11-18 12:00:00-05:00,342.8,343.11,341.33,342.38,106081.0,2125.0,342.21265320000003,2022-11-18,12:00:00,MA
2022-11-18 12:30:00-05:00,342.34,343.72,342.23,343.57,103388.0,2498.0,343.0670680333333,2022-11-18,12:30:00,MA
2022-11-18 13:00:00-05:00,343.71,344.62,343.31,344.005,133379.0,3171.0,343.92902829999997,2022-11-18,13:00:00,MA
2022-11-18 13:30:00-05:00,344.09,344.23,342.31,342.86,62171.0,1783.0,343.2176170666667,2022-11-18,13:30:00,MA
2022-11-18 14:00:00-05:00,342.87,343.235,342.5,342.53,63227.0,2138.0,342.8560114666667,2022-11-18,14:00:00,MA
2022-11-18 14:30:00-05:00,342.59,342.95,342.21,342.615,73206.0,1887.0,342.4839265862069,2022-11-18,14:30:00,MA
2022-11-18 15:00:00-05:00,342.55,343.76,342.3101,343.76,132656.0,3053.0,342.9184291,2022-11-18,15:00:00,MA
2022-11-18 15:30:00-05:00,343.76,345.51,343.21,343.82,468773.0,10693.0,344.12587890000003,2022-11-18,15:30:00,MA
2022-11-18 16:00:00-05:00,343.69,345.0,343.69,343.69,898260.0,125.0,343.8785348571428,2022-11-18,16:00:00,MA
2022-11-21 09:30:00-05:00,343.0,344.245,342.345,342.91,182057.0,4556.0,343.1651574,2022-11-21,09:30:00,MA
2022-11-21 10:00:00-05:00,342.88,343.23,340.03,340.095,150213.0,4301.0,341.38652463333335,2022-11-21,10:00:00,MA
2022-11-21 10:30:00-05:00,340.04,340.04,337.96,339.7,128574.0,4730.0,338.9235559333334,2022-11-21,10:30:00,MA
2022-11-21 11:00:00-05:00,339.59,340.85,339.36,339.75,115390.0,3374.0,340.1834108,2022-11-21,11:00:00,MA
