Datetime,Open,High,Low,Close,Volume,trade_count,vwap,Date,Time,Symbol
2024-11-15 09:30:00-05:00,219.51,221.525,219.2381,219.88,268089.0,2887.0,220.42420993333332,2024-11-15,09:30:00,WM
2024-11-15 10:00:00-05:00,219.99,219.995,218.89,219.355,76657.0,2255.0,219.49857463333333,2024-11-15,10:00:00,WM
2024-11-15 10:30:00-05:00,219.4321,219.77,218.84,219.56,221542.0,2703.0,219.32693400000002,2024-11-15,10:30:00,WM
2024-11-15 11:00:00-05:00,219.42,219.62,219.005,219.15,69935.0,2181.0,219.27279888461538,2024-11-15,11:00:00,WM
2024-11-15 11:30:00-05:00,219.01,219.2,218.67,219.06,42499.0,1741.0,218.9747368148148,2024-11-15,11:30:00,WM
2024-11-15 12:00:00-05:00,219.06,219.43,218.81,219.02,51114.0,1787.0,219.14176855172414,2024-11-15,12:00:00,WM
2024-11-15 12:30:00-05:00,218.95,219.015,218.22,218.51,48356.0,1893.0,218.5847075862069,2024-11-15,12:30:00,WM
2024-11-15 13:00:00-05:00,218.47,218.5,218.16,218.36,51227.0,1907.0,218.2979204827586,2024-11-15,13:00:00,WM
2024-11-15 13:30:00-05:00,218.37,218.37,217.85,218.03,54726.0,1959.0,218.17811917857145,2024-11-15,13:30:00,WM
2024-11-15 14:00:00-05:00,218.07,218.27,217.78,217.81,60402.0,2217.0,218.03569520000002,2024-11-15,14:00:00,WM
2024-11-15 14:30:00-05:00,217.81,218.28,217.66,217.92,59441.0,2327.0,217.95363260714288,2024-11-15,14:30:00,WM
2024-11-15 15:00:00-05:00,217.88,218.0681,217.52,217.52,65661.0,2926.0,217.8157734,2024-11-15,15:00:00,WM
2024-11-15 15:30:00-05:00,217.59,217.95,217.25,217.89,316049.0,7928.0,217.60062566666664,2024-11-15,15:30:00,WM
2024-11-15 16:00:00-05:00,217.9,217.9,217.9,217.9,374753.0,87.0,217.9,2024-11-15,16:00:00,WM
2024-11-18 09:30:00-05:00,217.31,219.47,217.08,218.84,143389.0,2381.0,218.47709833333332,2024-11-18,09:30:00,WM
2024-11-18 10:00:00-05:00,218.98,219.31,217.98,217.995,51675.0,1975.0,218.53053236666668,2024-11-18,10:00:00,WM
2024-11-18 10:30:00-05:00,217.995,218.36,217.75,218.325,39417.0,1563.0,218.07235144827587,2024-11-18,10:30:00,WM
2024-11-18 11:00:00-05:00,218.3,218.685,218.12,218.56,37064.0,1508.0,218.33778675000002,2024-11-18,11:00:00,WM
2024-11-18 11:30:00-05:00,218.565,218.97,218.5131,218.7599,24806.0,1079.0,218.7738950952381,2024-11-18,11:30:00,WM
2024-11-18 12:00:00-05:00,218.76,218.89,218.45,218.74,25075.0,1002.0,218.63942768,2024-11-18,12:00:00,WM
2024-11-18 12:30:00-05:00,218.822,218.97,218.6,218.915,22210.0,932.0,218.786321,2024-11-18,12:30:00,WM
