Datetime,Open,High,Low,Close,Volume,trade_count,vwap,Date,Time,Symbol
2024-11-15 09:30:00-05:00,173.0,173.14,170.75,172.54,331015.0,3224.0,172.13363021428572,2024-11-15,09:30:00,ZTS
2024-11-15 10:00:00-05:00,172.335,172.762,171.16,171.94,204322.0,3670.0,171.97609473333333,2024-11-15,10:00:00,ZTS
2024-11-15 10:30:00-05:00,171.9,173.35,171.34,173.35,261648.0,3949.0,172.43543026666666,2024-11-15,10:30:00,ZTS
2024-11-15 11:00:00-05:00,173.41,174.4199,172.97,173.84,213291.0,3430.0,173.6823967,2024-11-15,11:00:00,ZTS
2024-11-15 11:30:00-05:00,173.9,174.7,173.51,174.295,122219.0,2702.0,173.95943273333333,2024-11-15,11:30:00,ZTS
2024-11-15 12:00:00-05:00,174.295,175.14,174.03,174.99,123417.0,2668.0,174.62836506666665,2024-11-15,12:00:00,ZTS
2024-11-15 12:30:00-05:00,175.04,175.47,174.2107,174.62,180237.0,3460.0,174.8403398965517,2024-11-15,12:30:00,ZTS
2024-11-15 13:00:00-05:00,174.63,177.065,174.3801,176.5099,432810.0,6014.0,175.5695061,2024-11-15,13:00:00,ZTS
2024-11-15 13:30:00-05:00,176.455,176.455,175.5079,175.755,218658.0,3363.0,175.89856683333335,2024-11-15,13:30:00,ZTS
2024-11-15 14:00:00-05:00,175.83,175.84,175.125,175.19,137401.0,3083.0,175.41858836666668,2024-11-15,14:00:00,ZTS
2024-11-15 14:30:00-05:00,175.19,175.41,174.73,175.02,133929.0,3228.0,175.05905493333333,2024-11-15,14:30:00,ZTS
2024-11-15 15:00:00-05:00,175.07,175.46,174.85,174.86,190197.0,3560.0,175.10841786666666,2024-11-15,15:00:00,ZTS
2024-11-15 15:30:00-05:00,174.89,175.49,174.8,175.14,490696.0,8566.0,175.15453916666667,2024-11-15,15:30:00,ZTS
2024-11-15 16:00:00-05:00,175.14,175.14,175.14,175.14,381669.0,107.0,175.14,2024-11-15,16:00:00,ZTS
2024-11-18 09:30:00-05:00,174.13,175.87,173.66,175.69,198748.0,2703.0,174.85362503333332,2024-11-18,09:30:00,ZTS
2024-11-18 10:00:00-05:00,175.705,176.5,175.43,176.02,159786.0,3221.0,176.07120089999998,2024-11-18,10:00:00,ZTS
