Datetime,Date,Time,Open,High,Low,Close,Volume
2024-11-29 14:30:00 EST,2024-11-29,14:30:00,237.45,237.5583,237.33,237.41,22404.0
2024-11-29 15:00:00 EST,2024-11-29,15:00:00,237.4,237.47,237.4,237.47,4464.0
2024-11-29 15:30:00 EST,2024-11-29,15:30:00,237.3634,237.5,237.22,237.5,31753.0
2024-11-29 16:00:00 EST,2024-11-29,16:00:00,237.4,237.43,237.33,237.4,10431.0
2024-12-02 09:30:00 EST,2024-12-02,09:30:00,237.27,239.6,237.16,239.305,5717174.0
2024-12-02 10:00:00 EST,2024-12-02,10:00:00,239.28,240.29,238.96,240.27,4321143.0
2024-12-02 10:30:00 EST,2024-12-02,10:30:00,240.27,240.79,239.78,240.09,3195743.0
2024-12-02 11:00:00 EST,2024-12-02,11:00:00,240.09,240.24,239.44,239.83,2769565.0
2024-12-02 11:30:00 EST,2024-12-02,11:30:00,239.83,240.0,239.36,239.9558,1589585.0
2024-12-02 12:00:00 EST,2024-12-02,12:00:00,239.95,240.2,239.76,239.84,1260856.0
2024-12-02 12:30:00 EST,2024-12-02,12:30:00,239.84,240.0,239.51,239.5101,1107246.0
2024-12-02 13:00:00 EST,2024-12-02,13:00:00,239.51,239.72,239.24,239.44,2491183.0
2024-12-02 13:30:00 EST,2024-12-02,13:30:00,239.425,239.51,239.03,239.1488,1225667.0
2024-12-02 14:00:00 EST,2024-12-02,14:00:00,239.1401,239.4198,239.03,239.33,1147057.0
2024-12-02 14:30:00 EST,2024-12-02,14:30:00,239.33,239.67,239.2501,239.64,1172459.0
2024-12-02 15:00:00 EST,2024-12-02,15:00:00,239.64,239.84,239.34,239.79,1324919.0
2024-12-02 15:30:00 EST,2024-12-02,15:30:00,239.79,239.94,239.04,239.6,3857629.0
2024-12-02 16:00:00 EST,2024-12-02,16:00:00,239.6,239.98,239.59,239.83,9083790.0
2024-12-03 09:30:00 EST,2024-12-03,09:30:00,239.82,240.92,238.9,240.89,4388680.0
2024-12-03 10:00:00 EST,2024-12-03,10:00:00,240.86,241.3699,240.36,240.47,3169195.0
2024-12-03 10:30:00 EST,2024-12-03,10:30:00,240.475,241.245,240.45,241.1905,2412335.0
2024-12-03 11:00:00 EST,2024-12-03,11:00:00,241.19,241.34,240.81,241.33,1550232.0
2024-12-03 11:30:00 EST,2024-12-03,11:30:00,241.33,241.54,240.982,241.41,1841575.0
2024-12-03 12:00:00 EST,2024-12-03,12:00:00,241.41,241.635,241.21,241.265,1311021.0
2024-12-03 12:30:00 EST,2024-12-03,12:30:00,241.265,241.7,241.14,241.6686,1150164.0
2024-12-03 13:00:00 EST,2024-12-03,13:00:00,241.6601,241.6979,241.32,241.42,1007376.0
2024-12-03 13:30:00 EST,2024-12-03,13:30:00,241.42,241.8255,241.34,241.725,1225704.0
2024-12-03 14:00:00 EST,2024-12-03,14:00:00,241.725,242.17,241.67,242.15,2085918.0
2024-12-03 14:30:00 EST,2024-12-03,14:30:00,242.155,242.46,242.06,242.38,1650603.0
2024-12-03 15:00:00 EST,2024-12-03,15:00:00,242.38,242.38,241.84,242.06,1624013.0
2024-12-03 15:30:00 EST,2024-12-03,15:30:00,242.06,242.76,242.06,242.63,3704232.0
2024-12-03 16:00:00 EST,2024-12-03,16:00:00,242.65,242.91,242.4,242.91,9561994.0
2024-12-04 09:30:00 EST,2024-12-04,09:30:00,242.87,243.88,242.51,243.555,4290843.0
2024-12-04 10:00:00 EST,2024-12-04,10:00:00,243.54,244.11,243.15,243.46,3480184.0
2024-12-04 10:30:00 EST,2024-12-04,10:30:00,243.44,243.69,243.18,243.465,1828234.0
2024-12-04 11:00:00 EST,2024-12-04,11:00:00,243.47,243.83,242.85,242.905,1647930.0
2024-12-04 11:30:00 EST,2024-12-04,11:30:00,242.905,242.9099,242.11,242.5,5102524.0
2024-12-04 12:00:00 EST,2024-12-04,12:00:00,242.48,242.485,241.25,242.0399,2080711.0
2024-12-04 12:30:00 EST,2024-12-04,12:30:00,242.04,242.5,241.64,242.3687,1204095.0
2024-12-04 13:00:00 EST,2024-12-04,13:00:00,242.365,242.51,242.2,242.2587,985481.0
2024-12-04 13:30:00 EST,2024-12-04,13:30:00,242.25,242.88,241.92,242.51,1197095.0
2024-12-04 14:00:00 EST,2024-12-04,14:00:00,242.525,243.1764,242.39,243.07,1858756.0
2024-12-04 14:30:00 EST,2024-12-04,14:30:00,243.06,243.125,242.78,242.9101,1523623.0
2024-12-04 15:00:00 EST,2024-12-04,15:00:00,242.91,243.05,242.83,242.985,1228131.0
2024-12-04 15:30:00 EST,2024-12-04,15:30:00,242.985,243.54,242.82,243.02,3738475.0
2024-12-04 16:00:00 EST,2024-12-04,16:00:00,243.01,243.02,242.71,242.9,11020765.0
2024-12-05 09:30:00 EST,2024-12-05,09:30:00,243.99,244.54,242.7128,243.47,4674669.0
2024-12-05 10:00:00 EST,2024-12-05,10:00:00,243.455,243.57,242.76,242.92,2662354.0
2024-12-05 10:30:00 EST,2024-12-05,10:30:00,242.93,243.08,242.24,242.35,2017691.0
2024-12-05 11:00:00 EST,2024-12-05,11:00:00,242.37,242.77,242.21,242.55,1579361.0
2024-12-05 11:30:00 EST,2024-12-05,11:30:00,242.54,242.6699,242.31,242.63,2442041.0
2024-12-05 12:00:00 EST,2024-12-05,12:00:00,242.625,243.4099,242.46,243.36,1821159.0
2024-12-05 12:30:00 EST,2024-12-05,12:30:00,243.3583,243.37,242.79,242.89,1590204.0
2024-12-05 13:00:00 EST,2024-12-05,13:00:00,242.89,243.25,242.61,242.885,1333244.0
2024-12-05 13:30:00 EST,2024-12-05,13:30:00,242.89,243.3227,242.84,243.215,1204655.0
2024-12-05 14:00:00 EST,2024-12-05,14:00:00,243.2299,243.69,243.0,243.28,1308166.0
2024-12-05 14:30:00 EST,2024-12-05,14:30:00,243.285,243.36,242.96,243.115,1501310.0
2024-12-05 15:00:00 EST,2024-12-05,15:00:00,243.12,243.27,242.745,242.9058,1618923.0
2024-12-05 15:30:00 EST,2024-12-05,15:30:00,242.905,243.09,242.13,243.08,4497167.0
2024-12-05 16:00:00 EST,2024-12-05,16:00:00,243.04,243.06,242.65,242.9517,7723104.0
2024-12-06 09:30:00 EST,2024-12-06,09:30:00,242.905,244.2,242.08,243.64,4437985.0
2024-12-06 10:00:00 EST,2024-12-06,10:00:00,243.67,244.63,243.0,243.44,2872187.0
2024-12-06 10:30:00 EST,2024-12-06,10:30:00,243.45,243.74,243.275,243.5986,1515473.0
2024-12-06 11:00:00 EST,2024-12-06,11:00:00,243.6,244.1,243.51,243.582,1557953.0
2024-12-06 11:30:00 EST,2024-12-06,11:30:00,243.58,243.84,243.57,243.65,1229719.0
2024-12-06 12:00:00 EST,2024-12-06,12:00:00,243.66,243.73,243.21,243.6,1413204.0
2024-12-06 12:30:00 EST,2024-12-06,12:30:00,243.6,243.615,242.94,243.06,1400917.0
2024-12-06 13:00:00 EST,2024-12-06,13:00:00,243.05,243.355,242.94,243.26,915254.0
2024-12-06 13:30:00 EST,2024-12-06,13:30:00,243.26,243.64,243.04,243.63,971133.0
2024-12-06 14:00:00 EST,2024-12-06,14:00:00,243.62,243.63,243.1,243.1627,1463068.0
2024-12-06 14:30:00 EST,2024-12-06,14:30:00,243.16,243.28,242.912,242.9601,2210496.0
2024-12-06 15:00:00 EST,2024-12-06,15:00:00,242.95,243.4,242.87,243.05,1321302.0
2024-12-06 15:30:00 EST,2024-12-06,15:30:00,243.05,243.16,242.2,242.86,4491690.0
2024-12-06 16:00:00 EST,2024-12-06,16:00:00,242.84,242.84,242.28,242.52,9400487.0
2024-12-09 09:30:00 EST,2024-12-09,09:30:00,241.9,244.1497,241.75,243.93,4100804.0
2024-12-09 10:00:00 EST,2024-12-09,10:00:00,243.92,244.72,243.761,244.51,2367940.0
2024-12-09 10:30:00 EST,2024-12-09,10:30:00,244.48,246.28,244.42,246.04,4070333.0
2024-12-09 11:00:00 EST,2024-12-09,11:00:00,246.03,247.24,246.0,246.48,3814772.0
2024-12-09 11:30:00 EST,2024-12-09,11:30:00,246.485,247.11,246.31,246.88,2069327.0
2024-12-09 12:00:00 EST,2024-12-09,12:00:00,246.87,247.24,246.5674,246.83,1669730.0
2024-12-09 12:30:00 EST,2024-12-09,12:30:00,246.825,247.02,245.71,246.219,1900109.0
2024-12-09 13:00:00 EST,2024-12-09,13:00:00,246.205,247.01,246.09,246.9054,1314749.0
2024-12-09 13:30:00 EST,2024-12-09,13:30:00,246.9,246.9,246.38,246.735,1104855.0
2024-12-09 14:00:00 EST,2024-12-09,14:00:00,246.73,246.75,246.06,246.1,1005684.0
2024-12-09 14:30:00 EST,2024-12-09,14:30:00,246.095,246.48,245.89,246.4266,1198287.0
2024-12-09 15:00:00 EST,2024-12-09,15:00:00,246.425,246.78,246.21,246.76,1438143.0
2024-12-09 15:30:00 EST,2024-12-09,15:30:00,246.78,247.09,246.1,246.82,5246606.0
2024-12-09 16:00:00 EST,2024-12-09,16:00:00,246.86,247.0,246.73,246.99,10778149.0
2024-12-10 09:30:00 EST,2024-12-10,09:30:00,246.91,247.7871,245.81,247.655,4933896.0
2024-12-10 10:00:00 EST,2024-12-10,10:00:00,247.64,247.68,246.6,246.73,2114888.0
2024-12-10 10:30:00 EST,2024-12-10,10:30:00,246.735,246.92,245.83,245.8885,2101748.0
2024-12-10 11:00:00 EST,2024-12-10,11:00:00,245.885,246.26,245.34,245.67,1743356.0
2024-12-10 11:30:00 EST,2024-12-10,11:30:00,245.67,246.54,245.61,246.4,1342960.0
2024-12-10 12:00:00 EST,2024-12-10,12:00:00,246.41,247.18,246.4,247.07,1326086.0
2024-12-10 12:30:00 EST,2024-12-10,12:30:00,247.06,247.32,246.77,246.85,918949.0
2024-12-10 13:00:00 EST,2024-12-10,13:00:00,246.8513,247.4784,246.72,247.4066,1241358.0
2024-12-10 13:30:00 EST,2024-12-10,13:30:00,247.405,247.78,247.35,247.6117,1112655.0
2024-12-10 14:00:00 EST,2024-12-10,14:00:00,247.62,247.8,247.37,247.44,1213413.0
2024-12-10 14:30:00 EST,2024-12-10,14:30:00,247.45,248.095,247.41,248.03,1865701.0
2024-12-10 15:00:00 EST,2024-12-10,15:00:00,248.03,248.21,247.5,247.72,2273055.0
2024-12-10 15:30:00 EST,2024-12-10,15:30:00,247.725,248.07,247.33,247.8,3607765.0
2024-12-10 16:00:00 EST,2024-12-10,16:00:00,247.81,248.0,247.2994,247.9201,9008984.0
2024-12-11 09:30:00 EST,2024-12-11,09:30:00,247.94,249.8,247.65,249.305,5312834.0
2024-12-11 10:00:00 EST,2024-12-11,10:00:00,249.305,249.99,249.13,249.43,2467961.0
2024-12-11 10:30:00 EST,2024-12-11,10:30:00,249.43,250.2,249.395,250.1405,3298007.0
2024-12-11 11:00:00 EST,2024-12-11,11:00:00,250.15,250.8,249.93,250.45,3286997.0
2024-12-11 11:30:00 EST,2024-12-11,11:30:00,250.42,250.42,249.34,249.51,1524872.0
2024-12-11 12:00:00 EST,2024-12-11,12:00:00,249.52,249.84,249.39,249.6814,1267654.0
2024-12-11 12:30:00 EST,2024-12-11,12:30:00,249.68,249.78,249.09,249.22,984879.0
2024-12-11 13:00:00 EST,2024-12-11,13:00:00,249.225,249.48,248.97,249.1,1049261.0
2024-12-11 13:30:00 EST,2024-12-11,13:30:00,249.1,249.17,248.35,248.3711,1557666.0
2024-12-11 14:00:00 EST,2024-12-11,14:00:00,248.375,248.5799,248.0863,248.28,1302242.0
2024-12-11 14:30:00 EST,2024-12-11,14:30:00,248.2801,248.44,247.58,247.815,1629160.0
2024-12-11 15:00:00 EST,2024-12-11,15:00:00,247.815,247.9199,247.05,247.14,2074226.0
2024-12-11 15:30:00 EST,2024-12-11,15:30:00,247.14,247.16,246.2601,246.43,5164418.0
2024-12-11 16:00:00 EST,2024-12-11,16:00:00,246.41,246.75,246.02,246.66,11701222.0
2024-12-12 09:30:00 EST,2024-12-12,09:30:00,246.89,247.58,245.68,246.56,3783354.0
2024-12-12 10:00:00 EST,2024-12-12,10:00:00,246.58,248.12,245.99,247.99,2499961.0
2024-12-12 10:30:00 EST,2024-12-12,10:30:00,247.99,248.57,247.8721,248.04,2955857.0
2024-12-12 11:00:00 EST,2024-12-12,11:00:00,248.05,248.5996,247.66,248.48,1841919.0
2024-12-12 11:30:00 EST,2024-12-12,11:30:00,248.48,248.5499,248.0887,248.1903,856176.0
2024-12-12 12:00:00 EST,2024-12-12,12:00:00,248.19,248.43,247.99,248.0928,1211073.0
2024-12-12 12:30:00 EST,2024-12-12,12:30:00,248.09,248.55,247.63,248.55,1016136.0
2024-12-12 13:00:00 EST,2024-12-12,13:00:00,248.54,248.74,248.34,248.52,1011227.0
2024-12-12 13:30:00 EST,2024-12-12,13:30:00,248.52,248.65,248.421,248.5236,819715.0
2024-12-12 14:00:00 EST,2024-12-12,14:00:00,248.5209,248.74,248.0,248.02,1154326.0
2024-12-12 14:30:00 EST,2024-12-12,14:30:00,248.015,248.21,247.8,247.93,810742.0
2024-12-12 15:00:00 EST,2024-12-12,15:00:00,247.92,247.945,247.45,247.75,1117068.0
2024-12-12 15:30:00 EST,2024-12-12,15:30:00,247.75,248.2,247.74,247.94,2675259.0
2024-12-12 16:00:00 EST,2024-12-12,16:00:00,247.96,248.47,247.61,247.82,6812440.0
2024-12-13 09:30:00 EST,2024-12-13,09:30:00,247.84,249.2902,247.7,248.37,3741942.0
2024-12-13 10:00:00 EST,2024-12-13,10:00:00,248.37,248.39,247.35,247.55,2208690.0
2024-12-13 10:30:00 EST,2024-12-13,10:30:00,247.56,247.95,246.96,247.22,1786880.0
2024-12-13 11:00:00 EST,2024-12-13,11:00:00,247.24,247.32,246.5,246.63,1902741.0
2024-12-13 11:30:00 EST,2024-12-13,11:30:00,246.62,247.03,246.41,246.715,1697354.0
